ID_Transaccion;Fecha_Venta;Region;Asesor_Venta;Producto;Monto_Venta;Dias_Mora
02207;29-Jan-2023;Este;  MIGUEL ANGEL  ;Seguro Vida;39804000;0
02208;05/11/2024;Oeste;DIANA  PATRICIA;CDT;45501000;0
02209;18/04/2023;Oeste;DIANA  PATRICIA;Seguro Vida;46578000;0
02210;16/05/2023;Centro;    MIGUEL ANGEL    ;Tarjeta Gold;19501000;91
02211;16/01/2024;Sur;  SOFIA RAMIREZ  ;Seguro Vida;1878000;0
02212;21/02/2023;Sur;Maria Gomez;Credito Libranza;34419000;51
02213;29/12/2024;Norte;  MIGUEL ANGEL  ;Microcredito;44152000;0
02214;05/07/2023;Este;  Pedro Gil  ;Tarjeta Gold;31677000;0
02215;03/10/2024;Centro;  Pedro Gil  ;Credito Libranza;17282000;42
02216;15/11/2024;Centro;JUAN PEREZ;Credito Libranza;41121000;0
02217;20-Oct-2023;Este;juan perez;CDT;21259000;2
02218;08/05/2024;Oeste;Pedro Gil;Tarjeta Gold;26018000;88
02219;18/06/2023;Centro;ANA LOPEZ;Credito Libranza;24022000;52
02220;22/04/2023;Este;Ana Lopez;Seguro Vida;45273000;0
02221;07/07/2024;Centro;  Diana  Patricia  ;CDT;13838000;0
02222;09/09/2024;Norte;  Carlos Ruiz  ;CDT;15336000;0
02223;28/04/2024;Sur;Diana  Patricia;Tarjeta Gold;37163000;85
02224;13/12/2023;Este;LUCIA FERNANDEZ;CDT;1744000;0
02225;23/11/2024;Este;pedro gil;Tarjeta Gold;32359000;0
02226;26/09/2023;Oeste;LUIS TORRES;Seguro Vida;46491000;34
02227;04/02/2024;Sur;LUIS TORRES;CDT;27384000;0
02228;08/03/2024;Norte;sofia ramirez;Seguro Vida;44058000;0
02229;09/06/2023;Norte;  Diana  Patricia  ;Microcredito;4889000;0
02230;15/04/2024;Este;carlos ruiz;Seguro Vida;32021000;0
02231;29/03/2023;Centro;lucia fernandez;Microcredito;35308000;97
02232;16/05/2023;Norte;ana lopez;Credito Libranza;42864000;75
02233;15/06/2024;Sur;maria gomez;Seguro Vida;30659000;0
02234;21/01/2024;Centro;juan perez;CDT;16081000;0
02235;14/10/2023;Centro;Juan Perez;CDT;46808000;0
02236;12/01/2023;Sur;MARIA GOMEZ;Credito Libranza;7874000;0
02237;16/11/2024;Sur;DIANA  PATRICIA;Credito Libranza;35778000;0
02238;19/07/2024;Centro;pedro gil;Seguro Vida;13649000;0
02239;26/09/2023;Sur;sofia ramirez;Seguro Vida;17523000;27
02240;13-May-2024;Norte;Pedro Gil;Microcredito;8152000;0
02241;30/04/2024;Norte;carlos ruiz;Seguro Vida;2390000;94
02242;28-Jul-2024;Este;  MIGUEL ANGEL  ;Microcredito;30547000;65
02243;29/06/2023;Sur;LUCIA FERNANDEZ;Seguro Vida;43377000;80
02244;24/05/2024;Oeste;LUIS TORRES;CDT;4720000;0
02245;27/05/2023;Este;juan perez;Credito Libranza;2821000;0
02246;13/04/2024;Oeste;Carlos Ruiz;CDT;33604000;108
02247;28/08/2023;Este;  LUIS TORRES  ;CDT;38748000;0
02248;12-Jan-2023;Centro;SOFIA RAMIREZ;Microcredito;3752000;0
02249;07/10/2024;Este;Maria Gomez;CDT;18609000;0
02250;21/04/2024;Centro;  miguel angel  ;Tarjeta Gold;9757000;0
02251;23/08/2024;Centro;Juan Perez;Credito Libranza;19491000;0
02252;05-Jan-2023;Sur;CARLOS RUIZ;Tarjeta Gold;23086000;108
02253;08/09/2024;Este;lucia fernandez;Microcredito;40927000;0
02254;26/06/2024;Sur;  miguel angel  ;Credito Libranza;20964000;0
02255;17/08/2023;Centro;lucia fernandez;Tarjeta Gold;15928000;54
02256;30/07/2024;Este;SOFIA RAMIREZ;Credito Libranza;10589000;0
02257;11/06/2024;Este;  Carlos Ruiz  ;Seguro Vida;40839000;0
02258;18/02/2023;Sur;SOFIA RAMIREZ;Microcredito;33067000;0
02259;13/04/2023;Norte;SOFIA RAMIREZ;Microcredito;40325000;0
02260;20/06/2024;Oeste;LUIS TORRES;Microcredito;47209000;0
02261;19-Jun-2023;Oeste;SOFIA RAMIREZ;CDT;8287000;0
02262;27/01/2023;Este;  MIGUEL ANGEL  ;CDT;35065000;0
02263;06/12/2024;Sur;  SOFIA RAMIREZ  ;Tarjeta Gold;43287000;0
02264;15/09/2024;Este;ana lopez;Microcredito;6903000;75
02265;23/01/2024;Sur;MARIA GOMEZ;Credito Libranza;10614000;0
02266;23/08/2024;Centro;  Diana  Patricia  ;Microcredito;40936000;0
02267;18/05/2023;Este;LUIS TORRES;Microcredito;7746000;0
02268;01/01/2023;Norte;  MIGUEL ANGEL  ;Seguro Vida;35400000;0
02269;09/05/2023;Centro;LUIS TORRES;Seguro Vida;5583000;0
02270;20/07/2024;Norte;CARLOS RUIZ;Tarjeta Gold;34066000;0
02271;20/07/2023;Oeste;  Maria Gomez  ;Tarjeta Gold;38860000;0
02272;02-Nov-2023;Centro;MARIA GOMEZ;Tarjeta Gold;34177000;0
02273;25/05/2023;Norte;Diana  Patricia;CDT;8784000;0
02274;26/08/2023;Oeste;SOFIA RAMIREZ;CDT;3687000;0
02275;01/09/2023;Sur;Juan Perez;Seguro Vida;16422000;0
02276;11/06/2024;Sur;Maria Gomez;CDT;19751000;0
02277;11/06/2023;Sur;  Carlos Ruiz  ;Tarjeta Gold;28737000;0
02278;24/08/2024;Oeste;  MIGUEL ANGEL  ;Tarjeta Gold;34618000;0
02279;08/06/2024;Centro;LUIS TORRES;CDT;41882000;63
02280;11/04/2024;Sur;luis torres;Microcredito;18815000;102
02281;22-Jan-2024;Este;  Ana Lopez  ;Microcredito;22289000;72
02282;11/11/2023;Oeste;SOFIA RAMIREZ;Tarjeta Gold;33605000;62
02283;13-Jun-2023;Oeste;  MIGUEL ANGEL  ;CDT;15980000;0
02284;01/12/2024;Sur;Maria Gomez;Seguro Vida;35828000;0
02285;06/04/2023;Centro;carlos ruiz;Microcredito;27751000;0
02286;16/02/2024;Centro;PEDRO GIL;Tarjeta Gold;41716000;0
02287;06/02/2024;Norte;luis torres;CDT;41361000;0
02288;09/09/2023;Norte;DIANA  PATRICIA;Tarjeta Gold;30701000;0
02289;28/02/2023;Sur;  lucia fernandez  ;CDT;40220000;0
02290;29/07/2023;Sur;pedro gil;CDT;30816000;0
02291;05/10/2024;Sur;SOFIA RAMIREZ;Credito Libranza;20993000;0
02292;23/01/2024;Oeste;  MIGUEL ANGEL  ;Microcredito;44525000;0
02293;30/12/2023;Norte;JUAN PEREZ;Credito Libranza;39985000;32
02294;19/02/2024;Este;ANA LOPEZ;CDT;10158000;0
02295;29-Aug-2024;Centro;  MIGUEL ANGEL  ;Microcredito;48988000;0
02296;15/05/2024;Este;SOFIA RAMIREZ;CDT;3632000;0
02297;28/08/2023;Sur;CARLOS RUIZ;Microcredito;34621000;0
02298;16/11/2024;Norte;LUCIA FERNANDEZ;Credito Libranza;12282000;71
02299;28/09/2024;Sur;CARLOS RUIZ;Microcredito;8741000;0
02300;23/09/2024;Centro;    MIGUEL ANGEL    ;Microcredito;16115000;0
02301;16/01/2023;Centro;Pedro Gil;CDT;10314000;0
02302;06/08/2023;Este;Diana  Patricia;CDT;43349000;0
02303;06/04/2024;Centro;Juan Perez;Seguro Vida;35497000;0
02304;30/06/2023;Centro;  MIGUEL ANGEL  ;CDT;41410000;4
02305;05/12/2024;Centro;maria gomez;Seguro Vida;37547000;0
02306;02/02/2024;Oeste;  MIGUEL ANGEL  ;Microcredito;41116000;0
02307;14/09/2024;Norte;carlos ruiz;Credito Libranza;9578000;0
02308;05-May-2023;Sur;LUCIA FERNANDEZ;Microcredito;12748000;0
02309;02/03/2024;Oeste;Carlos Ruiz;Credito Libranza;14145000;70
02310;16/04/2023;Sur;pedro gil;Seguro Vida;5325000;0
02311;06/07/2024;Sur;LUCIA FERNANDEZ;Seguro Vida;15042000;0
02312;11-Feb-2024;Este;  LUIS TORRES  ;CDT;34427000;0
02313;29-May-2023;Centro;JUAN PEREZ;Tarjeta Gold;30987000;119
02314;25/10/2024;Centro;SOFIA RAMIREZ;CDT;36755000;0
02315;28/09/2024;Centro;Carlos Ruiz;Tarjeta Gold;37656000;10
02316;22/04/2023;Centro;pedro gil;CDT;26278000;82
02317;02/12/2024;Sur;sofia ramirez;Tarjeta Gold;47075000;0
02318;15/08/2024;Oeste;PEDRO GIL;Credito Libranza;31388000;2
02319;12/06/2023;Norte;  miguel angel  ;Tarjeta Gold;15367000;0
02320;10/06/2024;Sur;  MIGUEL ANGEL  ;Tarjeta Gold;12044000;0
02321;21-Mar-2023;Centro;JUAN PEREZ;Seguro Vida;48824000;0
02322;20/06/2023;Centro;ana lopez;Tarjeta Gold;22813000;82
02323;27/02/2024;Sur;  Ana Lopez  ;Credito Libranza;20655000;0
02324;07-Jan-2023;Norte;Juan Perez;Microcredito;4634000;0
02325;27/03/2023;Norte;Ana Lopez;CDT;43366000;0
02326;22/05/2023;Este;  Juan Perez  ;Microcredito;18429000;0
02327;21/07/2024;Oeste;Maria Gomez;Tarjeta Gold;2632000;0
02328;26/04/2023;Sur;LUCIA FERNANDEZ;CDT;41384000;0
02329;08-Feb-2023;Oeste;Ana Lopez;Tarjeta Gold;16433000;0
02330;17/03/2023;Oeste;LUIS TORRES;Tarjeta Gold;8334000;0
02331;06-Dec-2023;Sur;Maria Gomez;CDT;44490000;87
02332;15/07/2023;Este;Juan Perez;Tarjeta Gold;10071000;1
02333;23/05/2024;Oeste;Ana Lopez;Credito Libranza;10774000;0
02334;28/04/2024;Centro;Diana  Patricia;Seguro Vida;6659000;0
02335;03/12/2024;Centro;LUIS TORRES;Microcredito;26486000;0
02336;21/07/2023;Sur;ANA LOPEZ;Tarjeta Gold;15578000;0
02337;01/04/2023;Este;CARLOS RUIZ;Microcredito;14403000;41
02338;18/01/2024;Sur;diana  patricia;CDT;23447000;0
02339;19/09/2024;Este;Pedro Gil;Tarjeta Gold;20988000;1
02340;27-Nov-2023;Oeste;DIANA  PATRICIA;Microcredito;8319000;8
02341;12/05/2023;Centro;  MIGUEL ANGEL  ;CDT;13817000;0
02342;28/01/2023;Sur;Pedro Gil;Tarjeta Gold;34511000;18
02343;18/11/2024;Sur;SOFIA RAMIREZ;Seguro Vida;42937000;0
02344;07/08/2023;Sur;  Juan Perez  ;Microcredito;7035000;117
02345;16/06/2024;Oeste;Juan Perez;Credito Libranza;44586000;84
02346;11-Jul-2024;Sur;diana  patricia;Microcredito;47031000;0
02347;04/07/2023;Este;Maria Gomez;CDT;48049000;0
02348;19/03/2023;Oeste;  LUIS TORRES  ;CDT;37151000;66
02349;13/09/2024;Sur;SOFIA RAMIREZ;Microcredito;789000;0
02350;23/05/2023;Oeste;Pedro Gil;Seguro Vida;23130000;0
02351;28/10/2024;Norte;diana  patricia;Tarjeta Gold;47117000;0
02352;17/01/2024;Centro;Diana  Patricia;Credito Libranza;29717000;0
02353;14/08/2024;Centro;Maria Gomez;Tarjeta Gold;11329000;0
02354;11-Nov-2023;Oeste;Carlos Ruiz;Seguro Vida;3013000;36
02355;05/04/2024;Oeste;PEDRO GIL;Seguro Vida;3359000;24
02356;14/05/2024;Norte;sofia ramirez;CDT;12731000;0
02357;18/09/2024;Norte;LUIS TORRES;CDT;32081000;0
02358;10/06/2024;Sur;maria gomez;Microcredito;19801000;0
02359;02/11/2023;Oeste;LUCIA FERNANDEZ;Microcredito;11932000;99
02360;01/01/2023;Sur;  Juan Perez  ;Tarjeta Gold;39932000;0
02361;05/08/2024;Este;luis torres;Microcredito;37586000;0
02362;21-Aug-2023;Norte;LUCIA FERNANDEZ;CDT;20893000;0
02363;10/12/2024;Norte;LUIS TORRES;Seguro Vida;49338000;62
02364;10/02/2023;Norte;ana lopez;Credito Libranza;36246000;0
02365;05/01/2023;Norte;  miguel angel  ;Credito Libranza;16754000;35
02366;29/08/2024;Centro;LUCIA FERNANDEZ;Seguro Vida;12976000;0
02367;01/01/2023;Sur;LUIS TORRES;Seguro Vida;14532000;0
02368;29-Jan-2024;Oeste;SOFIA RAMIREZ;Tarjeta Gold;20699000;0
02369;05/08/2024;Sur;ana lopez;CDT;42772000;16
02370;09/12/2024;Centro;Juan Perez;CDT;4432000;0
02371;17/12/2024;Centro;luis torres;Microcredito;4844000;0
02372;28/09/2024;Centro;sofia ramirez;Credito Libranza;45852000;50
02373;30/04/2023;Este;  MIGUEL ANGEL  ;Tarjeta Gold;8467000;0
02374;15/03/2023;Oeste;LUIS TORRES;Credito Libranza;44033000;74
02375;27/08/2023;Sur;  SOFIA RAMIREZ  ;Tarjeta Gold;49971000;46
02376;03/08/2023;Centro;CARLOS RUIZ;Seguro Vida;29316000;0
02377;03/06/2023;Centro;carlos ruiz;Seguro Vida;7513000;70
02378;18/01/2024;Este;  Maria Gomez  ;Seguro Vida;8482000;77
02379;02/08/2023;Norte;  Maria Gomez  ;Credito Libranza;43318000;0
02380;18/04/2023;Sur;pedro gil;Microcredito;24189000;0
02381;09/09/2023;Norte;Juan Perez;CDT;47724000;0
02382;28/05/2024;Este;ANA LOPEZ;CDT;3215000;0
02383;07/05/2024;Este;MARIA GOMEZ;Tarjeta Gold;791000;0
02384;22/09/2023;Norte;  Juan Perez  ;Seguro Vida;14708000;0
02385;30/10/2023;Norte;ANA LOPEZ;CDT;8214000;0
02386;05/08/2024;Norte;  Pedro Gil  ;Seguro Vida;4134000;0
02387;28/06/2023;Este;PEDRO GIL;Microcredito;9332000;0
02388;11/04/2023;Sur;  Carlos Ruiz  ;Seguro Vida;20565000;0
02389;25/06/2024;Oeste;  Diana  Patricia  ;CDT;43958000;0
02390;30/08/2023;Centro;ana lopez;Microcredito;42276000;105
02391;20/01/2023;Este;Ana Lopez;Credito Libranza;47621000;0
02392;26/08/2024;Sur;ANA LOPEZ;Seguro Vida;9760000;0
02393;27/08/2024;Oeste;lucia fernandez;Credito Libranza;15179000;25
02394;05/07/2024;Norte;  lucia fernandez  ;Microcredito;36235000;0
02395;19-Jun-2024;Sur;Carlos Ruiz;Tarjeta Gold;15132000;0
02396;09/05/2024;Sur;JUAN PEREZ;Microcredito;42345000;0
02397;13/03/2024;Centro;LUCIA FERNANDEZ;Tarjeta Gold;14535000;0
02398;30/11/2023;Sur;JUAN PEREZ;CDT;19521000;0
02399;07/02/2023;Sur;Diana  Patricia;Credito Libranza;11291000;0
02400;26/05/2024;Oeste;ana lopez;CDT;4701000;0
02401;08-Aug-2024;Oeste;Diana  Patricia;Tarjeta Gold;41976000;0
02402;04/08/2024;Centro;Pedro Gil;Seguro Vida;17571000;0
02403;29/07/2024;Norte;Diana  Patricia;Credito Libranza;13075000;0
02404;01/03/2023;Norte;DIANA  PATRICIA;Microcredito;4504000;0
02405;05/03/2024;Norte;LUCIA FERNANDEZ;Credito Libranza;17900000;113
02406;23-Nov-2024;Este;LUIS TORRES;Microcredito;43332000;48
02407;03/06/2023;Norte;maria gomez;Microcredito;23079000;0
02408;03/06/2023;Centro;  SOFIA RAMIREZ  ;Credito Libranza;12137000;0
02409;14/08/2023;Norte;  Diana  Patricia  ;Seguro Vida;21190000;0
02410;13/12/2024;Oeste;  Carlos Ruiz  ;Seguro Vida;45460000;0
02411;08/05/2024;Norte;ANA LOPEZ;Credito Libranza;22975000;29
02412;22/01/2024;Sur;Pedro Gil;Tarjeta Gold;28901000;11
02413;02/06/2024;Norte;Maria Gomez;Credito Libranza;16323000;0
02414;23/01/2023;Oeste;CARLOS RUIZ;CDT;35506000;84
02415;04/02/2023;Este;ANA LOPEZ;Seguro Vida;16733000;0
02416;11/04/2024;Norte;Maria Gomez;Seguro Vida;27650000;0
02417;11/05/2024;Centro;  miguel angel  ;Microcredito;47089000;16
02418;09/08/2024;Centro;JUAN PEREZ;Seguro Vida;41727000;0
02419;19/02/2023;Este;  MIGUEL ANGEL  ;Seguro Vida;25413000;0
02420;13/12/2024;Este;  MIGUEL ANGEL  ;CDT;31067000;0
02421;11-Feb-2024;Este;  Ana Lopez  ;CDT;12579000;0
02422;24/04/2023;Centro;CARLOS RUIZ;CDT;31985000;29
02423;22/02/2024;Sur;Maria Gomez;Credito Libranza;6011000;15
02424;02-Oct-2024;Sur;ana lopez;Microcredito;48898000;82
02425;23/07/2024;Sur;lucia fernandez;CDT;17698000;0
02426;22/10/2024;Este;CARLOS RUIZ;Microcredito;49643000;0
02427;20/03/2024;Norte;sofia ramirez;Microcredito;46869000;10
02428;23/03/2023;Sur;LUCIA FERNANDEZ;Seguro Vida;40994000;0
02429;28/04/2023;Sur;  MIGUEL ANGEL  ;Microcredito;31375000;0
02430;29/05/2024;Norte;  Juan Perez  ;Seguro Vida;28760000;0
02431;11/01/2023;Centro;maria gomez;Microcredito;2923000;0
02432;05/09/2024;Sur;  MIGUEL ANGEL  ;Microcredito;16688000;0
02433;27/12/2023;Centro;LUIS TORRES;CDT;32963000;0
02434;14/11/2024;Sur;Carlos Ruiz;Microcredito;47051000;0
02435;21/01/2023;Este;SOFIA RAMIREZ;Tarjeta Gold;3818000;0
02436;15/02/2023;Centro;ANA LOPEZ;Seguro Vida;14481000;0
02437;19/09/2024;Norte;  Carlos Ruiz  ;Seguro Vida;6085000;16
02438;17/09/2023;Oeste;ANA LOPEZ;Seguro Vida;38455000;0
02439;06-Feb-2023;Oeste;  Pedro Gil  ;Microcredito;25632000;79
02440;23/03/2023;Sur;ana lopez;Seguro Vida;3867000;0
02441;09-May-2023;Este;JUAN PEREZ;Credito Libranza;48696000;0
02442;02/06/2024;Sur;  LUIS TORRES  ;CDT;8126000;0
02443;06/05/2024;Este;LUIS TORRES;Credito Libranza;40431000;4
02444;02/04/2024;Este;CARLOS RUIZ;Tarjeta Gold;18258000;0
02445;31/05/2023;Norte;JUAN PEREZ;Credito Libranza;21957000;0
02446;03/09/2023;Este;  Maria Gomez  ;CDT;16334000;0
02447;03/12/2024;Sur;    MIGUEL ANGEL    ;CDT;12215000;0
02448;29/04/2023;Oeste;  MIGUEL ANGEL  ;CDT;35116000;0
02449;28/07/2023;Norte;  MIGUEL ANGEL  ;Tarjeta Gold;20104000;0
02450;30/10/2024;Norte;CARLOS RUIZ;CDT;41529000;0
02451;11-Jan-2024;Este;Diana  Patricia;CDT;39533000;0
02452;26/12/2023;Sur;lucia fernandez;Microcredito;25620000;36
02453;22-Oct-2023;Oeste;  SOFIA RAMIREZ  ;Seguro Vida;18709000;47
02454;21/11/2023;Sur;  LUIS TORRES  ;Seguro Vida;49048000;0
02455;15/03/2024;Centro;ANA LOPEZ;Seguro Vida;45295000;0
02456;10/01/2024;Norte;  MIGUEL ANGEL  ;CDT;18778000;115
02457;25/05/2024;Sur;  MIGUEL ANGEL  ;Seguro Vida;21764000;0
02458;30/03/2023;Norte;luis torres;Tarjeta Gold;34098000;59
02459;15/05/2024;Centro;lucia fernandez;Seguro Vida;41377000;0
02460;06/06/2024;Sur;LUCIA FERNANDEZ;Seguro Vida;1236000;0
02461;03/05/2023;Norte;ANA LOPEZ;Seguro Vida;32913000;87
02462;04/05/2024;Centro;JUAN PEREZ;Credito Libranza;17244000;9
02463;13/08/2024;Norte;lucia fernandez;Credito Libranza;35844000;0
02464;17/03/2024;Este;  Juan Perez  ;Seguro Vida;4612000;79
02465;07/04/2023;Este;  Carlos Ruiz  ;Microcredito;16663000;0
02466;30/01/2023;Oeste;ana lopez;Tarjeta Gold;43563000;0
02467;26/12/2023;Centro;  Juan Perez  ;CDT;34752000;0
02468;11/11/2024;Sur;Juan Perez;Tarjeta Gold;34024000;0
02469;21/09/2023;Sur;  MIGUEL ANGEL  ;Seguro Vida;49869000;0
02470;16/04/2024;Sur;Carlos Ruiz;CDT;14042000;0
02471;29/11/2024;Este;  LUIS TORRES  ;Credito Libranza;3947000;0
02472;08/03/2023;Norte;LUIS TORRES;CDT;20682000;0
02473;01/05/2024;Centro;Ana Lopez;Microcredito;38045000;0
02474;04/06/2024;Sur;    MIGUEL ANGEL    ;Tarjeta Gold;31004000;89
02475;17/01/2023;Oeste;Juan Perez;Tarjeta Gold;35328000;0
02476;28/11/2023;Centro;  MIGUEL ANGEL  ;Seguro Vida;41402000;0
02477;21/11/2024;Sur;Pedro Gil;Tarjeta Gold;4093000;0
02478;15/02/2023;Norte;Diana  Patricia;Tarjeta Gold;33942000;41
02479;28/05/2023;Centro;  Pedro Gil  ;Microcredito;20239000;0
02480;20/11/2024;Oeste;  Ana Lopez  ;Microcredito;27178000;63
02481;20/10/2023;Norte;PEDRO GIL;Microcredito;42959000;0
02482;10/06/2024;Centro;  Ana Lopez  ;Seguro Vida;24389000;62
02483;17/03/2024;Sur;PEDRO GIL;CDT;14682000;0
02484;24/07/2024;Centro;  SOFIA RAMIREZ  ;Seguro Vida;2780000;0
02485;17/12/2024;Oeste;SOFIA RAMIREZ;Credito Libranza;25621000;25
02486;23/01/2023;Norte;juan perez;Microcredito;44631000;0
02487;25/06/2023;Sur;  LUIS TORRES  ;Tarjeta Gold;4847000;0
02488;17/04/2023;Sur;LUIS TORRES;Microcredito;4188000;23
02489;28/03/2023;Norte;luis torres;CDT;32546000;0
02490;23/06/2023;Este;LUIS TORRES;Microcredito;20703000;0
02491;24/05/2023;Este;Diana  Patricia;Credito Libranza;41470000;0
02492;26/06/2023;Oeste;    MIGUEL ANGEL    ;Microcredito;40716000;85
02493;09/10/2024;Centro;ANA LOPEZ;Microcredito;22180000;18
02494;02/07/2023;Este;ANA LOPEZ;Seguro Vida;46792000;105
02495;01-Mar-2024;Norte;Maria Gomez;Credito Libranza;24060000;0
02496;24-Oct-2023;Norte;Juan Perez;CDT;33715000;0
02497;31/01/2024;Centro;  MIGUEL ANGEL  ;Tarjeta Gold;12766000;55
02498;18/01/2023;Norte;  LUIS TORRES  ;Seguro Vida;7843000;81
02499;03/03/2023;Este;SOFIA RAMIREZ;CDT;5969000;72
02500;24/09/2023;Oeste;Ana Lopez;Tarjeta Gold;33205000;0
02501;04/04/2023;Centro;SOFIA RAMIREZ;Credito Libranza;21139000;0
02502;20/11/2023;Centro;  Pedro Gil  ;Microcredito;48412000;6
02503;15/05/2024;Este;  Diana  Patricia  ;Seguro Vida;11875000;0
02504;17/11/2023;Centro;  MIGUEL ANGEL  ;Credito Libranza;18502000;118
02505;24/02/2024;Centro;DIANA  PATRICIA;Seguro Vida;37152000;11
02506;13/02/2024;Oeste;carlos ruiz;Credito Libranza;9722000;0
02507;13/03/2024;Oeste;  Ana Lopez  ;Microcredito;49965000;0
02508;27/09/2023;Norte;SOFIA RAMIREZ;CDT;10287000;102
02509;06/09/2024;Oeste;  MIGUEL ANGEL  ;Credito Libranza;11752000;91
02510;07-Sep-2024;Oeste;ana lopez;Credito Libranza;29722000;0
02511;15/09/2024;Oeste;LUCIA FERNANDEZ;Seguro Vida;47103000;10
02512;03-Oct-2024;Norte;LUCIA FERNANDEZ;CDT;23897000;0
02513;29/01/2023;Este;  Diana  Patricia  ;Seguro Vida;47999000;0
02514;19/07/2023;Centro;CARLOS RUIZ;Seguro Vida;43639000;22
02515;03/04/2024;Sur;juan perez;Tarjeta Gold;34285000;0
02516;27/05/2023;Este;pedro gil;Seguro Vida;7629000;0
02517;02/01/2023;Oeste;sofia ramirez;Credito Libranza;30887000;91
02518;09-Jan-2023;Centro;lucia fernandez;Microcredito;26766000;0
02519;17/12/2024;Este;Juan Perez;CDT;42556000;0
02520;09/11/2023;Este;DIANA  PATRICIA;CDT;26769000;88
02521;10/04/2024;Este;ANA LOPEZ;Seguro Vida;22749000;0
02522;10/05/2024;Oeste;Ana Lopez;Credito Libranza;29613000;0
02523;22/10/2024;Oeste;SOFIA RAMIREZ;CDT;21590000;113
02524;02/12/2024;Centro;maria gomez;Credito Libranza;46449000;0
02525;06/10/2024;Este;LUCIA FERNANDEZ;Microcredito;49711000;33
02526;09/07/2024;Sur;MARIA GOMEZ;Microcredito;46776000;83
02527;09/05/2023;Oeste;  lucia fernandez  ;CDT;15072000;0
02528;24/12/2023;Centro;  LUIS TORRES  ;CDT;25272000;0
02529;05-Jan-2024;Oeste;lucia fernandez;Tarjeta Gold;18914000;72
02530;01/04/2024;Sur;LUIS TORRES;Microcredito;44029000;0
02531;30-Jan-2024;Centro;lucia fernandez;CDT;12156000;0
02532;23/10/2024;Norte;  miguel angel  ;Tarjeta Gold;40354000;0
02533;12/07/2024;Centro;CARLOS RUIZ;Seguro Vida;2663000;0
02534;06/11/2024;Oeste;PEDRO GIL;Credito Libranza;3040000;7
02535;08/09/2024;Sur;  lucia fernandez  ;Seguro Vida;30606000;0
02536;27/08/2024;Oeste;maria gomez;Tarjeta Gold;35518000;27
02537;17/04/2023;Este;Maria Gomez;Credito Libranza;4186000;79
02538;06/11/2023;Norte;  miguel angel  ;CDT;20076000;43
02539;28/07/2023;Centro;  lucia fernandez  ;Credito Libranza;7869000;0
02540;19-Mar-2024;Norte;  Carlos Ruiz  ;Credito Libranza;33196000;0
02541;31/12/2023;Centro;  MIGUEL ANGEL  ;Microcredito;40661000;0
02542;09/01/2024;Sur;diana  patricia;Seguro Vida;49010000;0
02543;30/11/2024;Norte;  lucia fernandez  ;Tarjeta Gold;17282000;0
02544;24/06/2023;Norte;carlos ruiz;Seguro Vida;7333000;0
02545;19-Dec-2023;Este;  MIGUEL ANGEL  ;Credito Libranza;884000;0
02546;31/08/2023;Norte;sofia ramirez;Credito Libranza;26101000;0
02547;11-Aug-2023;Norte;ana lopez;Credito Libranza;26891000;96
02548;04/12/2024;Oeste;SOFIA RAMIREZ;Seguro Vida;35014000;67
02549;19/01/2024;Centro;SOFIA RAMIREZ;Tarjeta Gold;43778000;0
02550;13-Mar-2023;Centro;SOFIA RAMIREZ;Microcredito;4942000;18
02551;13/09/2023;Oeste;DIANA  PATRICIA;Microcredito;22378000;0
02552;01/06/2024;Oeste;Maria Gomez;CDT;27736000;0
02553;02/02/2023;Oeste;luis torres;CDT;7464000;0
02554;12-Feb-2024;Sur;  lucia fernandez  ;CDT;36566000;0
02555;22/10/2024;Norte;SOFIA RAMIREZ;Credito Libranza;32377000;8
02556;09/01/2024;Oeste;Ana Lopez;Microcredito;14617000;70
02557;21/02/2023;Este;Diana  Patricia;Seguro Vida;16737000;0
02558;20-Oct-2023;Sur;maria gomez;Credito Libranza;2580000;0
02559;30/12/2024;Este;Maria Gomez;Microcredito;4377000;0
02560;06/02/2024;Centro;SOFIA RAMIREZ;Credito Libranza;3706000;0
02561;20/09/2024;Centro;SOFIA RAMIREZ;Seguro Vida;28100000;0
02562;05/10/2023;Este;  Ana Lopez  ;Tarjeta Gold;13769000;0
02563;06/12/2024;Oeste;  MIGUEL ANGEL  ;Tarjeta Gold;25282000;3
02564;29/01/2024;Sur;Carlos Ruiz;Tarjeta Gold;49454000;0
02565;18/02/2024;Sur;    MIGUEL ANGEL    ;Seguro Vida;40553000;0
02566;21/10/2023;Sur;Diana  Patricia;Credito Libranza;23057000;0
02567;09/12/2023;Oeste;CARLOS RUIZ;CDT;13791000;99
02568;27/09/2024;Centro;  Ana Lopez  ;Credito Libranza;3817000;120
02569;29-Jul-2024;Norte;sofia ramirez;CDT;32274000;0
02570;21/07/2023;Norte;MARIA GOMEZ;Credito Libranza;49816000;0
02571;02/06/2024;Sur;  Juan Perez  ;Seguro Vida;21966000;53
02572;15/04/2023;Centro;  Diana  Patricia  ;CDT;6458000;0
02573;12/01/2024;Oeste;Maria Gomez;Seguro Vida;38347000;0
02574;02/04/2023;Oeste;JUAN PEREZ;Microcredito;26630000;85
02575;02/12/2024;Sur;  miguel angel  ;Microcredito;7376000;0
02576;11/05/2024;Norte;  Maria Gomez  ;Microcredito;36550000;0
02577;03/01/2023;Centro;LUIS TORRES;Microcredito;31922000;0
02578;18/05/2024;Norte;sofia ramirez;Tarjeta Gold;40968000;0
